id_senado,sigla_tipo_senado,numero_senado,ano_senado,id_camara,sigla_tipo_camara,numero_camara,ano_camara
,,,,2087804,PL,5547,2016
138735,PL,04996,2019,,,,
102297,PLS,00572,2011,552475,PL,4263,2012
,,,,1049229,PL,821,2015
,,,,2254048,PL,2983,2020
,,,,2167891,PL,9548,2018
136016,PL,01852,2019,2153095,PL,8702,2017
,,,,517655,PL,2150,2011
,,,,2228948,PL,5916,2019
102295,PLS,00571,2011,591927,PL,6349,2013
,,,,2188820,PL,11162,2018
,,,,2121006,PL,6679,2016
,,,,2242822,PL,1486,2020
,,,,1673144,PL,2751,2015
,,,,2265209,PL,5163,2020
,,,,596039,PL,6555,2013
,,,,606865,PL,7192,2014
,,,,2080687,PL,4856,2016
,,,,500988,PLP,50,2011
,,,,2201490,PL,2781,2019
,,,,2204477,PL,3092,2019
,,,,2256336,PL,3518,2020
145215,PL,04995,2020,,,,
,,,,2077578,PL,4471,2016
,,,,2242147,PL,1086,2020
,,,,2191365,PL,526,2019
,,,,2183598,PL,10801,2018
,,,,1567816,PL,2311,2015
,,,,573597,PL,5427,2013
,,,,2151170,PL,8555,2017
109312,PEC,00062,2012,,,,
,,,,603291,PL,6886,2013
141558,PL,01871,2020,,,,
,,,,2168636,PL,9672,2018
,,,,557508,PLN,34,2012
,,,,2192533,PL,952,2019
135190,PL,00673,2019,,,,
,,,,2241845,PL,929,2020
,,,,565019,PL,4986,2013
,,,,586490,PL,6065,2013
,,,,2172221,PL,10037,2018
,,,,544274,PEC,170,2012
,,,,2261352,PL,4423,2020
,,,,2169833,PL,9841,2018
,,,,491552,PL,292,2011
,,,,536329,PL,3388,2012
132483,PLS,00100,2018,,,,
,,,,2190791,PL,295,2019
,,,,589599,PL,6204,2013
,,,,2241738,PL,843,2020
,,,,2233097,PL,6346,2019
113721,PLS,00289,2013,808939,PL,8179,2014
,,,,2228356,PL,5864,2019
,,,,2052807,PLP,186,2015
,,,,498651,PL,1094,2011
,,,,2254793,PLN,13,2020
140099,PL,06341,2019,2178170,PL,10372,2018
,,,,2087309,PL,5514,2016
,,,,2213218,PL,4163,2019
,,,,2238127,PL,443,2020
,,,,2188494,PL,11153,2018
,,,,2138985,PL,7715,2017
,,,,2170467,PL,9892,2018
,,,,2093161,PL,5935,2016
121908,PLS,00376,2015,,,,
103052,PLS,00659,2011,,,,
,,,,539497,PL,3573,2012
,,,,945508,PL,119,2015
,,,,2232227,PL,6307,2019
,,,,2214690,PL,4412,2019
,,,,2182039,PL,10636,2018
,,,,2127612,PL,7252,2017
,,,,2264852,PL,5057,2020
,,,,2190497,PL,60,2019
118786,PEC,00038,2014,,,,
,,,,2167580,MPV,819,2018
,,,,2190525,PL,82,2019
,,,,500362,PEC,20,2011
,,,,602998,PEC,361,2013
,,,,2088330,PL,5594,2016
,,,,2193012,PL,1104,2019
,,,,551717,PLP,195,2012
,,,,502428,PL,1352,2011
99550,PLS,00110,2011,602756,PL,6855,2013
,,,,2183599,PLV,25,2018
,,,,2128185,PL,7300,2017
,,,,605726,PL,7077,2014
,,,,2167679,PL,9471,2018
,,,,2218681,PL,4876,2019
133639,PLS,00292,2018,,,,
134858,PLS,00491,2018,,,,
,,,,2183607,PL,10805,2018
,,,,2170499,PL,9898,2018
,,,,2180396,PL,10496,2018
,,,,946636,PL,354,2015
,,,,605499,PL,7044,2014
,,,,2153873,PL,8767,2017
,,,,2110997,PL,6089,2016
,,,,2150552,PL,8514,2017
,,,,565341,PL,5006,2013
,,,,2207335,PL,3418,2019
,,,,1786720,PEC,147,2015
,,,,1198007,PL,1026,2015
,,,,2081848,PL,4978,2016
,,,,2260892,PL,4335,2020
132727,PLS,00139,2018,,,,
,,,,2223685,PL,5357,2019
141807,PL,02373,2020,,,,
120521,PLS,00192,2015,,,,
,,,,573790,PL,5440,2013
,,,,2119637,PL,6597,2016
,,,,567807,PL,5159,2013
123992,MPV,00699,2015,2079954,PLV,4,2016
,,,,760175,PL,8089,2014
,,,,2254260,PL,3059,2020
,,,,594098,PL,6464,2013
,,,,2232962,PL,6338,2019
,,,,621469,PL,7869,2014
,,,,619203,PL,7742,2014
,,,,2170595,PLP,488,2018
,,,,620131,PLP,409,2014
,,,,1203379,PL,1137,2015
,,,,604703,PL,6985,2013
123647,PLC,00166,2015,565007,PL,4984,2013
,,,,2263544,PL,4756,2020
,,,,602568,PEC,356,2013
,,,,2210896,PL,3884,2019
,,,,2264277,PL,4891,2020
,,,,1279584,PL,1600,2015
,,,,2092664,PEC,256,2016
,,,,2114040,PLN,34,2016
141503,MPV,00950,2020,,,,
,,,,2081671,PLP,264,2016
,,,,2168998,PL,9732,2018
,,,,2054439,PL,3595,2015
,,,,2116697,PL,6459,2016
135784,PL,01539,2019,,,,
111374,PLS,00072,2013,,,,
,,,,1594898,PL,2513,2015
,,,,2056413,PL,3741,2015
,,,,501408,PL,1278,2011
134185,PLS,00372,2018,,,,
,,,,1279528,PL,1595,2015
,,,,2194910,PL,1655,2019
,,,,575644,PL,5500,2013
,,,,2266069,PL,5384,2020
,,,,2075570,PL,4088,2015
116919,PLS,00126,2014,,,,
141483,PL,01704,2020,,,,
,,,,558944,PL,4671,2012
,,,,622776,PL,7998,2014
,,,,2145095,PEC,345,2017
,,,,818206,PL,8214,2014
,,,,2018136,PL,3321,2015
,,,,2264711,PL,5042,2020
,,,,601678,PEC,355,2013
,,,,2190671,PL,177,2019
,,,,2270808,PL,571,2021
,,,,2203364,PL,2886,2019
,,,,1738604,PL,3069,2015
141659,PL,02064,2020,,,,
,,,,1732982,PL,3009,2015
,,,,2197678,PL,2223,2019
,,,,535998,PL,3339,2012
146445,MPV,01028,2021,,,,
,,,,2241676,PL,817,2020
,,,,2242467,PL,1287,2020
104303,PLS,00026,2012,,,,
,,,,2231994,PL,6291,2019
,,,,2261265,PL,4412,2020
,,,,616539,PL,7593,2014
,,,,2239408,PL,677,2020
,,,,2162753,PL,9126,2017
118789,PLS,00311,2014,,,,
,,,,1215277,PL,1241,2015
,,,,2269948,PL,376,2021
,,,,496985,PL,880,2011
,,,,2191654,PL,622,2019
,,,,2190842,PL,272,2019
129619,PLC,00057,2017,2137381,PL,7626,2017
,,,,2158530,PL,8955,2017
,,,,570618,PLV,5,2013
,,,,2260806,PL,4311,2020
120074,PEC,00025,2015,,,,
,,,,551673,PL,4192,2012
,,,,2121001,PL,6677,2016
,,,,2261167,PL,4388,2020
,,,,607014,PL,7198,2014
113904,PLS,00324,2013,,,,
,,,,1537470,PL,2116,2015
,,,,1299730,PL,1720,2015
,,,,2268692,PL,55,2021
,,,,2210118,PLP,170,2019
125263,PLS,00127,2016,,,,
,,,,2191457,PLP,14,2019
142064,PL,02821,2020,,,,
135138,PL,00587,2019,,,,
129533,PLS,00175,2017,,,,
,,,,2120503,PL,6662,2016
105813,PLC,00040,2012,513089,PL,1869,2011
,,,,996956,PL,735,2015
,,,,589645,PL,6208,2013
,,,,563953,PL,4881,2012
,,,,512527,PEC,57,2011
,,,,569211,PLP,257,2013
,,,,2190897,PL,337,2019
,,,,2164033,PL,9242,2017
,,,,542485,PL,3751,2012
,,,,558122,PL,4629,2012
,,,,561202,PL,4765,2012
122799,PLS,00550,2015,,,,
,,,,2256349,PL,3525,2020
,,,,2256640,PL,3598,2020
,,,,2236776,PL,197,2020
,,,,614544,PL,7516,2014
,,,,2270196,PL,433,2021
104268,PLS,00023,2012,,,,
,,,,2091881,PL,5829,2016
,,,,2151581,PL,8595,2017
,,,,1594343,PL,2451,2015
,,,,2256973,PL,3685,2020
139392,PEC,00173,2019,,,,
117054,MPV,00643,2014,,,,
,,,,1598836,PL,2558,2015
,,,,540457,PL,3643,2012
,,,,2234629,PL,6519,2019
,,,,2195065,PL,1695,2019
,,,,2200292,PL,2637,2019
,,,,2137679,PL,7652,2017
,,,,2236310,PL,16,2020
,,,,2270235,PL,440,2021
,,,,605658,PL,7068,2014
,,,,493879,PL,8088,2011
101792,PLS,00518,2011,,,,
,,,,2215148,PL,4476,2019
,,,,576362,PL,5554,2013
,,,,2250666,PL,2211,2020
,,,,531029,PLS,726,2011
,,,,2190903,PL,344,2019
,,,,526014,PL,2639,2011
,,,,2252552,PL,2608,2020
,,,,2136633,PL,7604,2017
,,,,560112,PL,4733,2012
,,,,597390,PLN,25,2013
,,,,1280797,PL,1668,2015
141241,PL,01042,2020,,,,
,,,,2249375,PL,1955,2020
,,,,2189020,PL,11174,2018
,,,,591877,PL,6345,2013
,,,,1280114,PL,1646,2015
,,,,599879,PL,6712,2013
,,,,2254467,PL,3112,2020
,,,,2254950,PL,3238,2020
,,,,2254457,PL,3107,2020
,,,,2126908,PL,7212,2017
,,,,544337,PL,3852,2012
136073,PL,01914,2019,,,,
,,,,600812,PL,6757,2013
,,,,2242230,PL,1154,2020
,,,,2229419,PL,5969,2019
,,,,2196348,PL,1932,2019
137221,PL,03410,2019,,,,
,,,,2267976,PLP,282,2020
126033,PLS,00230,2016,,,,
,,,,2267966,PL,5633,2020
,,,,535514,PL,3301,2012
,,,,2136507,PL,7593,2017
,,,,585623,PL,6009,2013
,,,,1570898,MPV,681,2015
,,,,2024362,PL,3386,2015
,,,,2122035,PL,6786,2016
,,,,2192684,PL,1024,2019
,,,,556936,PLN,26,2012
,,,,1197762,PL,995,2015
,,,,500161,PL,1210,2011
,,,,554368,PL,4387,2012
137658,PL,03963,2019,,,,
134478,PLC,00110,2018,2122943,PL,6832,2017
,,,,2208468,PL,3585,2019
,,,,2220520,PL,5086,2019
,,,,2252677,PL,2655,2020
,,,,2193204,PL,1171,2019
,,,,619832,PLV,12,2014
,,,,2229815,PL,6038,2019
,,,,961780,PL,575,2015
,,,,2257953,PL,3858,2020
,,,,944332,PL,49,2015
,,,,2154104,PL,8783,2017
136671,PL,02757,2019,,,,
,,,,2112363,PL,6185,2016
,,,,2025514,PL,3450,2015
,,,,2159920,PL,8988,2017
,,,,2225215,PL,5506,2019
128184,PLS,00034,2017,,,,
118312,PLC,00083,2014,619100,PL,7724,2014
,,,,2245012,PLP,85,2020
,,,,2219253,PL,4918,2019
,,,,515876,PLP,88,2011
,,,,532057,PL,2991,2011
,,,,2250446,PL,2134,2020
146103,PL,05621,2020,,,,
,,,,564455,PLV,32,2012
,,,,491250,PL,191,2011
,,,,2159649,PL,8969,2017
137846,PLP,00182,2019,,,,
,,,,2221517,PL,5182,2019
141355,PL,01278,2020,,,,
131880,PLS,00494,2017,,,,
,,,,2266845,PL,5490,2020
,,,,2190860,PL,327,2019
,,,,618592,PL,7686,2014
,,,,2190519,PL,76,2019
117428,PEC,00013,2014,,,,
135183,PL,00679,2019,,,,
104668,PLS,00061,2012,,,,
,,,,2256201,PL,3500,2020
,,,,2262965,PL,4613,2020
,,,,2119937,PEC,288,2016
,,,,2167700,PL,9481,2018
,,,,622489,PL,7965,2014
,,,,551680,PEC,195,2012
,,,,947696,PL,402,2015
126859,PLS,00331,2016,2140451,PL,7816,2017
,,,,2147551,PL,8265,2017
,,,,2143161,PL,7985,2017
,,,,2130156,PL,7452,2017
,,,,1555416,PL,2298,2015
,,,,2219982,PL,5034,2019
144685,MPV,01001,2020,,,,
,,,,2264383,PLN,39,2020
141299,PL,01168,2020,,,,
,,,,491708,PL,348,2011
,,,,2095558,PL,6045,2016
101396,PLS,00453,2011,,,,
,,,,2179175,PL,10430,2018
,,,,644045,PL,8051,2014
,,,,2229556,PL,4227,2019
,,,,2125576,PL,7115,2017
,,,,2211942,PL,4043,2019
,,,,546913,PLN,7,2012
,,,,2268830,PL,150,2021
,,,,1618340,PL,2610,2015
,,,,2153107,PL,8705,2017
144870,PL,04688,2020,,,,
137402,PL,03690,2019,,,,
141554,PL,01870,2020,,,,
,,,,858962,PLP,452,2014
144944,MPV,01004,2020,,,,
134835,PLS,00498,2018,,,,
140062,PLP,00264,2019,,,,
,,,,2182450,PL,10668,2018
105619,PLS,00167,2012,,,,
,,,,2218050,PL,4786,2019
102994,PEC,00104,2011,,,,
142502,PL,03285,2020,,,,
,,,,2172424,PL,10053,2018
,,,,498983,PEC,15,2011
,,,,613277,PL,7453,2014
123152,PEC,00121,2015,,,,
119869,PLS,00070,2015,2024319,PL,3380,2015
,,,,2252830,PL,2702,2020
120016,PLS,00104,2015,2123643,PL,6900,2017
,,,,544185,PL,3842,2012
,,,,2170427,PL,9876,2018
,,,,1302601,PLP,102,2015
126666,PLS,00312,2016,,,,
113117,PLS,00225,2013,,,,
132134,PLS,00013,2018,,,,
,,,,2242775,MPV,942,2020
135759,PL,00017,2019,,,,
136899,MPV,00883,2019,,,,
,,,,2155874,PL,8838,2017
,,,,546158,PEC,179,2012
119846,PLS,00077,2015,,,,
,,,,491745,PL,355,2011
,,,,2242856,PL,1501,2020
,,,,2219525,PL,4953,2019
,,,,2053030,PL,3540,2015
,,,,2166246,PEC,393,2017
,,,,2234155,PL,6454,2019
,,,,491888,PL,387,2011
,,,,2148603,PL,8333,2017
129142,PLS,00142,2017,,,,
,,,,2249877,PL,1972,2020
,,,,491794,PL,369,2011
,,,,2174927,PL,10220,2018
132430,PLS,00078,2018,,,,
119775,PLS,00056,2015,2169273,PL,9767,2018
,,,,2175883,MPV,830,2018
,,,,2153117,PL,8706,2017
,,,,537470,PL,3456,2012
132872,PLS,00171,2018,,,,
,,,,585626,PL,6012,2013
,,,,497158,PL,903,2011
,,,,2161871,PEC,375,2017
,,,,575534,PL,5489,2013
106562,PLS,00262,2012,,,,
,,,,1215969,PL,1311,2015
,,,,2268840,PL,156,2021
,,,,500716,PL,1238,2011
,,,,2214636,PL,4400,2019
137257,PL,03465,2019,,,,
124057,PLS,00740,2015,2155631,PL,8830,2017
,,,,947764,PL,413,2015
126168,PLS,00250,2016,,,,
121523,PLS,00327,2015,,,,
,,,,491706,PL,346,2011
,,,,944272,PL,19,2015
,,,,599398,PL,6687,2013
131532,PLC,00141,2017,1733172,PL,3019,2015
,,,,2227824,PL,5797,2019
,,,,2270337,PL,471,2021
,,,,2230153,PL,6097,2019
141663,PL,02075,2020,,,,
,,,,2249868,PL,1965,2020
133762,PLS,00316,2018,,,,
,,,,1548860,PL,2169,2015
,,,,2193235,PL,1179,2019
,,,,2213457,PL,4238,2019
123658,PLN,00020,2015,,,,
,,,,2127589,PL,7249,2017
,,,,2204305,PL,3058,2019
,,,,1549024,PL,2192,2015
106048,PLS,00204,2012,,,,
,,,,498200,PL,1015,2011
127262,PEC,00050,2016,2123843,PEC,304,2017
,,,,1035158,PL,767,2015
,,,,2251026,PL,2319,2020
,,,,539614,PL,3586,2012
,,,,515097,PL,2000,2011
,,,,1116159,PL,898,2015
,,,,550859,PL,4168,2012
,,,,2074673,PL,3969,2015
,,,,586895,PL,6086,2013
,,,,2206887,PL,3367,2019
,,,,2116980,PL,6470,2016
128289,PLS,00051,2017,,,,
,,,,2074954,PL,3996,2015
138723,PL,05026,2019,2139096,PL,7725,2017
,,,,1715636,PL,2954,2015
,,,,2198539,PL,2371,2019
,,,,2194954,PL,1662,2019
,,,,601363,PLP,353,2013
136209,PL,02113,2019,2139046,PL,7720,2017
,,,,2084038,PL,5242,2016
,,,,2267967,PL,5634,2020
,,,,603187,PL,6880,2013
,,,,1302545,PL,1834,2015
129348,PLS,00168,2017,,,,
,,,,597866,PL,6620,2013
,,,,2260473,PL,4212,2020
,,,,2056759,PLP,200,2015
,,,,2119946,PL,6615,2016
,,,,2224651,PL,5463,2019
114989,PLC,00098,2013,538679,PL,3534,2012
,,,,511096,PL,1756,2011
99414,PLS,00088,2011,511569,PL,1779,2011
,,,,2226321,PL,5616,2019
,,,,1513923,PL,1992,2015
,,,,2255427,PL,3384,2020
,,,,2075833,PL,4165,2015
140330,PL,01142,2019,,,,
,,,,2128101,PEC,310,2017
,,,,2083885,PL,5227,2016
100120,PLS,00223,2011,,,,
,,,,2077584,PL,4476,2016
,,,,2259727,PL,4123,2020
,,,,558005,PL,4605,2012
,,,,2075710,PL,4127,2015
,,,,577747,PLP,275,2013
,,,,2234090,PL,6442,2019
,,,,2253689,PL,2887,2020
123888,PLC,00180,2015,510500,PL,1702,2011
,,,,2199361,PL,2528,2019
,,,,495515,PL,777,2011
,,,,2126921,PL,7213,2017
,,,,556571,PL,4495,2012
,,,,2175536,PL,10258,2018
,,,,603315,PL,6889,2013
,,,,613060,PL,7440,2014
,,,,544700,PLP,175,2012
99824,PLV,00007,2011,,,,
109627,PLC,00122,2012,554197,PL,4369,2012
,,,,2252271,PL,2576,2020
,,,,646092,PL,8054,2014
,,,,605840,PL,7096,2014
,,,,2155811,PL,8836,2017
,,,,1203595,PL,1154,2015
,,,,2255778,PL,3433,2020
,,,,1618359,PL,2618,2015
,,,,613449,PL,7464,2014
,,,,2265896,PL,5333,2020
,,,,2196824,PL,2048,2019
,,,,2215087,PL,4466,2019
103473,PEC,00115,2011,,,,
,,,,2017184,PL,3266,2015
,,,,2123503,PL,6886,2017
,,,,2192978,PL,1095,2019
,,,,2191179,PL,471,2019
,,,,2085650,PL,5401,2016
,,,,2266070,MPV,1013,2020
101330,PLS,00440,2011,,,,
,,,,493361,PL,583,2011
136256,PL,02168,2019,,,,
,,,,2084317,PL,5266,2016
100940,PLS,00373,2011,,,,
,,,,2076056,PL,4201,2015
,,,,2190729,PL,213,2019
106031,PLS,00199,2012,,,,
,,,,2264300,PL,4906,2020
,,,,2167148,PL,9440,2017
,,,,604510,PL,6966,2013
,,,,2132409,PL,7503,2017
,,,,2165956,PL,9315,2017
,,,,528239,PL,2752,2011
,,,,2231864,PL,6280,2019
,,,,492134,PL,422,2011
,,,,2222285,PL,5266,2019
,,,,2262926,PL,4594,2020
,,,,2252029,PL,2506,2020
,,,,2227917,PL,5815,2019
,,,,558529,PLP,220,2012
,,,,2077399,PL,4413,2016
,,,,497484,PL,939,2011
,,,,2018083,PL,3316,2015
,,,,614859,PL,7535,2014
,,,,2269452,PL,266,2021
,,,,2116464,PL,6447,2016
,,,,2256486,PL,3565,2020
,,,,2266681,PL,5470,2020
,,,,996291,PL,659,2015
,,,,620489,PL,7819,2014
127446,PEC,00061,2016,,,,
,,,,533792,PL,3094,2012
100007,PEC,00028,2011,,,,
,,,,2121942,PL,6777,2016
,,,,2228244,PL,5842,2019
,,,,1188059,PL,936,2015
,,,,547305,PL,4032,2012
141337,PL,01207,2020,,,,
,,,,2147203,PL,8235,2017
136490,PL,02504,2019,,,,
,,,,490899,PL,14,2011
,,,,961689,PL,568,2015
146095,PL,05613,2020,946625,PL,349,2015
,,,,2238395,PL,513,2020
137914,PL,04257,2019,,,,
,,,,2181412,PL,10554,2018
,,,,2255148,PL,3291,2020
,,,,2055405,PL,3640,2015
,,,,1594822,PL,2489,2015
,,,,531150,PL,2918,2011
,,,,1234065,PL,1465,2015
,,,,2149972,PL,8441,2017
,,,,2085250,PL,5353,2016
,,,,525977,PL,2634,2011
137599,PL,03913,2019,,,,
,,,,676704,PL,8057,2014
,,,,949283,PL,502,2015
,,,,2168274,PL,9609,2018
,,,,2262131,PL,4490,2020
,,,,1299638,PEC,56,2015
,,,,996870,PL,720,2015
120179,PLS,00131,2015,2078295,PL,4567,2016
142337,PL,03129,2020,,,,
,,,,2166844,PL,9413,2017
,,,,2250303,PL,2072,2020
,,,,2238059,PL,418,2020
,,,,2163816,PL,9219,2017
,,,,2225528,PLN,40,2019
,,,,2242628,PL,1366,2020
,,,,2247295,PL,1758,2020
,,,,2201773,PLP,128,2019
119434,PEC,00052,2014,,,,
,,,,2255814,PL,3448,2020
,,,,2172193,PL,10034,2018
132750,PLC,00016,2018,2058199,PL,3859,2015
,,,,1554251,PL,2259,2015
,,,,494140,PL,655,2011
,,,,2192672,PL,1019,2019
138678,PL,04970,2019,,,,
104345,PLS,00027,2012,,,,
,,,,605729,PL,7080,2014
131488,PLS,00435,2017,,,,
,,,,2113815,PEC,267,2016
,,,,2197076,PL,2092,2019
,,,,623560,PL,8024,2014
,,,,2253661,PL,2881,2020
,,,,2147174,PL,8230,2017
,,,,2055932,PL,3694,2015
,,,,1806467,PL,3191,2015
,,,,2238118,PL,434,2020
100939,PLS,00374,2011,,,,
,,,,2017589,PEC,154,2015
121827,PLS,00368,2015,,,,
144067,PEC,00029,2020,,,,
,,,,531147,PL,2917,2011
135778,PL,01535,2019,,,,
,,,,2243094,PL,1572,2020
,,,,2129023,PL,7374,2017
,,,,493886,PL,8092,2011
,,,,500467,PL,1227,2011
,,,,2251951,PL,2466,2020
,,,,2140383,PL,7812,2017
116998,PLS,00134,2014,1384567,PL,1968,2015
,,,,2145473,PLV,23,2017
107117,PEC,00044,2012,,,,
,,,,559158,PL,4688,2012
,,,,586271,PL,6049,2013
,,,,536132,PL,3363,2012
,,,,501448,PLP,52,2011
,,,,2224220,PL,5398,2019
,,,,2201759,PL,2807,2019
,,,,2171242,PL,9977,2018
106196,PEC,00031,2012,,,,
,,,,2149970,PL,8440,2017
,,,,2204056,PL,2999,2019
,,,,524102,PL,2539,2011
,,,,516859,PL,2090,2011
,,,,2183783,PL,10830,2018
139551,PL,05641,2019,2090265,PL,5727,2016
,,,,2117774,PL,6526,2016
,,,,521992,PL,2418,2011
,,,,602029,PL,6820,2013
,,,,2236261,MPV,919,2020
,,,,2250682,PL,2217,2020
,,,,2112188,PL,6174,2016
,,,,2266631,PL,5464,2020
123715,PLC,00167,2015,578047,PLP,278,2013
,,,,1672158,PL,2686,2015
,,,,2163814,PL,9218,2017
,,,,2181722,PL,10607,2018
,,,,2181065,PLV,21,2018
,,,,2242497,PL,1310,2020
,,,,2206294,PL,3274,2019
,,,,557038,PL,4542,2012
,,,,2170519,PL,9904,2018
,,,,2259963,PL,4184,2020
,,,,2190628,PL,152,2019
,,,,2263523,PL,4751,2020
,,,,620607,PLP,412,2014
,,,,2177932,PL,10356,2018
,,,,2174364,PL,10185,2018
113336,PLS,00248,2013,,,,
,,,,2190740,PL,215,2019
,,,,2123788,PL,6922,2017
,,,,2221713,PL,5213,2019
,,,,2128732,PL,7334,2017
112474,PLC,00019,2013,522789,PL,2469,2011
,,,,2265590,PL,5261,2020
,,,,2183536,PL,10787,2018
119029,PLC,00104,2014,491830,PL,376,2011
,,,,2113136,PL,6245,2016
,,,,2267687,PL,5587,2020
,,,,587781,PLV,18,2013
,,,,2200850,PL,2764,2019
137312,PL,03527,2019,2056874,PL,3780,2015
,,,,2211977,PL,4056,2019
116422,PEC,00003,2014,,,,
137259,PL,03468,2019,,,,
,,,,519743,PL,2301,2011
,,,,1212491,PL,1169,2015
,,,,2148821,PL,8358,2017
,,,,2130594,PL,7463,2017
,,,,2238556,PL,561,2020
124483,PLS,00787,2015,,,,
,,,,1618344,PL,2612,2015
,,,,2184107,PL,10855,2018
,,,,2242643,PL,1377,2020
,,,,557490,PLN,28,2012
,,,,2264673,PL,5028,2020
,,,,2085445,PL,5365,2016
130955,PLS,00353,2017,,,,
120890,PLS,00243,2015,,,,
,,,,2191624,PL,599,2019
,,,,530025,PL,2852,2011
143917,MPV,00995,2020,,,,
,,,,2192220,PL,824,2019
,,,,2228695,PL,5881,2019
,,,,2263729,PL,4800,2020
,,,,2238153,PLP,16,2020
,,,,491864,PL,380,2011
,,,,2234657,PL,6525,2019
,,,,2225700,PL,5555,2019
121547,PLS,00329,2015,,,,
,,,,522526,PL,2446,2011
,,,,2248045,PL,1864,2020
,,,,1594826,PL,2492,2015
,,,,622728,PL,7991,2014
135137,PL,00576,2019,,,,
132826,PLS,00159,2018,,,,
,,,,2080114,PL,4787,2016
,,,,2259764,PLN,23,2020
,,,,525272,PL,2597,2011
,,,,2199068,PL,2480,2019
125451,PLS,00160,2016,,,,
,,,,2074953,PL,3995,2015
119545,PLS,00430,2014,,,,
130162,PLS,00235,2017,,,,
,,,,2117434,PL,6503,2016
,,,,2170530,PL,9909,2018
,,,,575848,PL,5516,2013
,,,,611328,PL,7364,2014
,,,,2226196,PL,5596,2019
,,,,2266928,PL,5501,2020
106093,PLS,00209,2012,,,,
,,,,546145,PL,3963,2012
,,,,2242551,PL,1337,2020
,,,,2237015,PL,273,2020
107157,PEC,00046,2012,,,,
,,,,2075037,PL,4040,2015
114628,PLC,00077,2013,551993,PL,4219,2012
,,,,1215329,PL,1246,2015
,,,,2190770,PL,239,2019
,,,,1214905,PLP,59,2015
,,,,529646,PL,2825,2011
,,,,604356,PEC,371,2013
,,,,2222999,PL,5330,2019
,,,,2143730,PL,8021,2017
,,,,2211825,PL,4016,2019
,,,,519819,PL,2319,2011
,,,,840906,PL,8241,2014
,,,,2262105,PL,2324,2020
106809,PLS,00291,2012,,,,
127433,PLS,00409,2016,,,,
,,,,2264474,PL,4959,2020
133594,MPV,00841,2018,,,,
,,,,2253008,PL,2766,2020
,,,,2218750,PL,4883,2019
,,,,1302373,PL,1820,2015
,,,,2139948,PL,7770,2017
,,,,2076086,PL,4221,2015
132117,PLS,00001,2018,,,,
,,,,2205474,PL,3215,2019
,,,,2180924,PL,10522,2018
135500,PL,01238,2019,,,,
,,,,2211437,PEC,108,2019
,,,,2172803,PLN,3,2018
,,,,2220489,PL,5083,2019
,,,,1228452,PL,1342,2015
,,,,2192487,PL,930,2019
,,,,579024,PL,5683,2013
,,,,2242359,PL,1249,2020
,,,,2191114,PL,442,2019
,,,,2261306,PL,4416,2020
102987,PLS,00650,2011,,,,
,,,,2127319,PL,7223,2017
,,,,2121398,PL,6708,2016
,,,,2222590,PL,5286,2019
,,,,2137635,PL,7643,2017
107229,PLS,00329,2012,603567,PL,6905,2013
,,,,944348,PL,64,2015
143456,PL,03804,2020,,,,
140528,PL,00119,2020,,,,
128573,PLS,00087,2017,,,,
,,,,515490,PL,2015,2011
116336,PLS,00067,2014,,,,
139746,PL,05926,2019,,,,
,,,,2211971,PL,4054,2019
126842,PLS,00330,2016,,,,
,,,,2220200,PL,5061,2019
131971,PEC,00049,2017,,,,
,,,,2244104,PL,1614,2020
138540,PL,04868,2019,,,,
,,,,544882,PL,3883,2012
,,,,570439,PL,5317,2013
,,,,1594307,PL,2445,2015
,,,,2193589,PL,1344,2019
,,,,2177278,MPV,839,2018
,,,,2221374,PL,5178,2019
,,,,2167752,PL,9506,2018
,,,,2221995,PL,5244,2019
124973,PLS,00061,2016,,,,
,,,,584454,PL,5917,2013
,,,,491251,PL,192,2011
,,,,2111562,PL,6127,2016
,,,,2193498,PLP,52,2019
,,,,547494,PL,4041,2012
102425,PEC,00095,2011,,,,
131400,PLS,00419,2017,,,,
131366,PLC,00135,2017,1594133,PL,2415,2015
,,,,2198321,PL,2315,2019
,,,,586806,PL,6080,2013
,,,,2141232,PEC,335,2017
,,,,2076683,PL,4282,2016
,,,,2149808,PL,8422,2017
145009,PL,04786,2020,,,,
,,,,2229088,PL,5922,2019
,,,,2140274,PL,7784,2017
,,,,2260669,PL,4276,2020
,,,,2244925,PL,1685,2020
,,,,2055047,PL,3627,2015
,,,,2210521,PL,3853,2019
114303,PLC,00065,2013,551990,PL,4216,2012
,,,,1594870,PL,2501,2015
,,,,2263804,PL,4821,2020
,,,,2238479,PL,548,2020
,,,,1198877,PL,1055,2015
,,,,2250379,PL,2092,2020
,,,,2089329,PL,5671,2016
,,,,584755,PL,5942,2013
,,,,2121318,PL,6695,2016
,,,,568767,PL,5208,2013
142079,PLP,00136,2020,,,,
116462,PLC,00001,2014,557910,PL,4594,2012
120573,PLS,00201,2015,,,,
,,,,614759,PL,7528,2014
,,,,2163259,PL,9176,2017
,,,,2112613,PL,6199,2016
114910,PEC,00057,2013,,,,
124520,PLC,00220,2015,1307314,PL,1926,2015
134030,PLS,00354,2018,,,,
107791,PLS,00360,2012,,,,
,,,,518043,PL,2174,2011
,,,,490947,PL,48,2011
,,,,2157685,PL,8866,2017
136774,PL,02898,2019,,,,
,,,,491326,PL,209,2011
